dt_inp,tot_recv,md,prime,tentv_ppm,ppaid
1000285897,171873,2522,5238,974,14753
1000258805,174385,18954,5646,711,2122
1000246762,197616,7495,7482,834,5903
1001601998,159228,9464,3721,706,6224
1001598910,139697,5411,5978,836,5468
1001598118,168618,2086,7057,819,3462
1001596244,163482,5942,4844,982,5864
1001597013,185419,13104,8917,808,13851
1001220421,163684,18580,6994,970,2760
1000287024,141537,19598,3807,871,5804
1000246759,188670,16030,7835,753,4126
1001610584,188502,5528,2630,965,9195
1001601996,100651,2881,1910,905,1737
1001598908,191855,8201,3706,759,10327
1001598112,132740,17034,2077,842,1434
1001596242,132883,9928,5047,957,1470
1001597011,177908,13924,6717,865,12401
1001221403,199286,19841,7706,963,9857
1000287019,172852,12300,9327,874,9604
1000258800,190962,15815,9309,906,2882
1001601870,124164,12278,5691,970,14908
1001598906,144298,6655,4050,876,3886
1001598106,182994,10327,3249,772,12227
1001596236,154415,13549,3095,890,2703
1001596013,103410,5086,2860,970,12039
1000534906,170859,13575,7007,866,6078
1000287014,187469,16949,2113,721,1504
1000280542,136092,17624,3976,793,13871
1000258795,116804,12001,7962,816,1410
1001601454,124808,19407,1244,853,10330
1001598904,186828,8427,7144,817,9241
1001598597,125010,13766,1307,809,9299
1001596232,171056,12864,2734,843,4855
1000533913,159557,15188,4116,728,10269
1000285885,143072,11247,6843,905,1678
1000280540,106185,10028,6840,908,3408
1000258792,184267,15022,1460,878,7303
1001601856,147649,9656,3208,903,9585
1001598902,180036,3140,3511,932,11650
1001598104,110342,3173,5559,898,9482
1001596230,124928,15691,2570,757,13017
1001596009,150510,7112,6736,804,5773
1000533911,138247,13972,1623,852,10322
1000285879,190642,16846,9398,790,9598
1000281059,188748,11253,4281,794,3112
1000258429,164514,13605,4416,925,1757
1001598286,121488,6415,5578,848,10861
1001598595,133732,3280,8007,873,2916
1001596228,119368,14036,3172,715,11539
1001596003,168225,17385,8883,929,3644
1000534904,154175,7233,3476,753,9336
1000285877,196919,14246,8407,797,9081
1000281056,107976,2172,6137,767,2101
1000255504,184384,16036,3660,735,13232
1001601848,111323,19428,8072,748,12750
1001601984,171281,17523,1149,863,11933
1001598284,105293,18019,8519,829,1388
1001598593,183656,13565,2008,884,7237
1001597229,100821,9337,6591,846,12871
1001595995,114129,3323,3404,976,6503
1000534902,117004,2236,8970,738,1855
1000287001,106407,2125,9900,916,8561
1000281053,136881,17153,6488,969,1771
1000258426,115342,8884,5835,765,3255
1000239359,177022,12636,6640,880,2773
1001601982,138114,13087,7054,927,9341
1001598282,147551,15777,7933,981,13575
1001598591,188552,11414,9482,876,10338
1001597227,127188,9541,4860,937,5666
1001595993,186092,7639,2531,840,6571
1000533442,101579,2177,1518,934,10263
1000286993,132937,4336,4564,853,3314
1000280534,192357,18548,3487,818,4122
1001601980,115415,16766,9261,912,8167
1001598280,193376,16694,2123,726,13793
1001598100,108271,6633,4614,735,13182
1001597225,192588,10494,2153,846,13735
1001595991,130432,12487,6557,974,2971
1000533440,140470,10236,8482,814,4321
1000285875,114399,13096,2813,931,13721
1000280532,103202,13680,6283,875,10517
1000258422,107666,19002,8561,708,14426
1001601842,108654,19009,5492,962,14819
1001601978,160431,19908,5081,790,6242
1001598278,119673,15189,7811,741,3102
1001598587,133926,9612,7785,870,8437
1001596224,111138,6437,2942,783,12218
1001595983,163842,16158,3007,959,4654
1000286985,174950,12742,8273,905,10569
1000280530,113228,15254,7104,802,14688
1001598276,173405,10958,1660,909,4108
1001598583,196458,17694,2056,763,10643
1001596222,190003,10802,5119,880,11360
1001595981,195928,14572,4482,801,4652
1000286983,105825,5773,9403,988,9713
1000280528,129506,15269,7259,961,1698
1000258771,110944,6903,4304,701,2049
1000246779,117887,7763,8905,785,2434
1001601836,154713,17536,7964,929,6364
1001601964,176115,7100,5154,773,12218
1001598274,173201,2203,5070,720,6876
1001598098,110676,8280,8261,893,10531
1001597221,104323,4571,9248,775,13935
1001595979,180113,3885,6152,785,13030
1000286979,163101,18031,2320,831,13757
1000283417,137144,2093,7490,930,14499
1000281040,141585,5057,7999,971,12892
1000254640,165391,16889,3257,981,13548
1001598272,181109,7940,1691,812,5741
1001598094,190157,15210,5302,861,11711
1001597219,190841,15659,4830,817,13114
1001597001,158439,16729,4555,757,3427
1000286976,193902,11864,4236,990,4807
1000283414,151219,16152,8120,832,11205
1000281037,180176,9324,7932,765,3179
1001601832,162144,4355,9568,709,7919
1001601444,191253,8896,8121,787,3698
1001598270,157605,15966,1988,808,5333
1001598086,165909,15274,9175,903,13236
1001597217,166319,18570,5164,830,13659
1001596999,167296,8987,8557,757,1995
1000285873,100951,16695,3887,831,6074
1000281034,114438,10936,8388,823,2751
1000258404,122217,7857,2663,971,8722
1001598268,145336,11390,6750,754,5551
1001598571,177801,7859,1911,997,8569
1001597215,137359,14255,4392,806,9021
1001596983,188753,9762,2531,832,9589
1000285864,142882,6332,9435,815,5976
1000281031,153096,11742,7395,929,9645
1000258402,125087,3368,3565,859,7628
1001601440,156710,12192,8695,803,12842
1001598266,122049,3819,1225,842,6427
1001598076,154890,16171,9153,903,5983
1001597213,128378,4823,9240,876,5348
1001596957,101107,13339,2141,748,13485
1000285856,117527,13215,3132,963,11776
1001601960,162125,13540,4961,762,12024
1001598264,180936,10368,3783,906,12019
1001598567,168984,5386,5254,921,3234
1001597211,106289,2656,9045,796,7817
1001596955,160636,8542,9552,812,2732
1000285854,134794,10938,9979,902,13227
1001612530,131162,4056,3816,921,8392
1001601958,183044,3727,2803,972,13424
1001598262,135840,13059,1841,791,12661
1001598565,172437,11105,4066,871,10321
1001597209,161110,5669,9390,943,5432
1001596953,130428,14998,3761,721,14706
1000285842,129161,5164,2659,846,13894
1000176774,112025,16630,6250,893,7944
1001601956,158216,2108,3318,809,8953
1001598260,190254,9428,8832,741,7257
1001598563,137110,12143,4068,752,3285
1001597207,145795,14201,9071,995,14542
1001596951,115109,9859,2420,919,10105
1000285840,122865,3277,5869,757,3742
1000281022,144181,14912,2775,790,8951
1000176772,143186,2065,7410,972,12919
1001601814,119012,17675,5227,772,10091
1001601954,154093,8143,9278,940,13645
1001598258,105965,11139,3122,898,14505
1001598559,150507,14689,7568,981,13909
1001596220,111816,14407,6858,739,14316
1001596949,166261,14236,2212,733,1764
1000285838,151058,11213,9842,911,4295
1000281019,114402,4786,1388,909,12826
1001601438,107824,2824,2831,731,13099
1001598557,159199,2761,8294,864,11467
1001596218,139488,11233,3130,889,6275
1001596947,150249,8216,3798,702,7031
1000286962,140497,11781,5678,716,4259
1000281014,126489,13327,2879,932,13683
1000176289,110801,3931,8372,755,13959
1001601952,173495,19465,3051,869,11899
1001598700,101191,10620,1676,963,10947
1001598074,101715,8834,2972,965,4333
1001596216,174679,9914,4830,954,7818
1001595977,168837,19433,5266,770,4612
1000286959,106637,12673,4066,910,8462
1000176287,175412,19837,7041,918,4421
1001601800,130863,11529,2843,862,2284
1001601436,129768,2268,9289,709,12283
1001598698,122865,11445,5246,781,5566
1001598072,179036,14748,3160,819,7732
1001596210,181403,2677,9906,731,10728
1001596945,136163,8125,1854,728,12528
1000286956,102562,12712,6614,972,3477
1000280495,108598,3875,9268,820,14320
1000257641,142243,18004,9340,735,3933
1000176285,143807,15299,8434,859,4270
1001612520,121201,18406,6101,918,10457
1001601798,176576,18245,1591,779,3409
1001598696,178387,12559,8733,884,11728
1001598070,168150,19081,7448,710,2832
1001597204,104489,13379,9316,716,1775
1001596943,186764,6374,8141,904,5652
1000287029,188947,3622,6332,790,5587
1000257638,138364,12085,2841,798,7668
1000254609,132789,11788,9214,798,8443
1000176258,124122,3634,3489,932,5497
1001598694,123537,8471,4640,821,7535
1001598555,125251,6987,6827,743,5733
1001596198,192093,12353,3113,839,8611
1000285890,174165,6299,1224,887,6043
1000280493,126356,5786,2496,862,8015
1000257634,177040,16191,6661,708,6738
1001598692,180575,3472,4502,795,12151
1001598068,144093,6766,6348,855,11398
1001596191,197380,15849,1832,907,8888
1001596931,158204,11195,9363,775,8813
1000287027,171793,18794,5165,759,1214
1000280491,163009,5812,9865,995,1400
1000257629,140368,2564,1576,951,6460
1000254420,197543,5550,1917,892,9746
1000176764,171178,14859,4668,907,2550
1001610766,102703,6840,2790,956,7430
1001601942,191424,12417,8056,789,14731
1001598690,196541,18476,5576,864,7971
1001598553,155464,19640,6191,815,6912
1001597202,151587,18845,6228,974,4222
1001596929,162655,4432,6631,954,5530
1000285862,151276,15040,2042,926,14542
1000280489,175067,19356,3971,964,9850
1000258369,113523,15161,8144,909,5880
1001598688,191589,13266,7089,754,2029
1001598551,164097,7936,2047,954,1580
1001597198,165323,17480,9828,846,12623
1001596927,194357,19407,2898,844,14481
1001206920,129253,18386,4996,898,5649
1000257207,111609,18548,4529,716,2423
1000254416,176516,10194,7124,811,13082
1000176760,197732,16855,7308,840,8743
1001601936,152740,2088,3936,898,12416
1001598686,102366,8392,6626,789,2648
1001598549,154888,19749,2881,783,13206
1001597196,126212,17683,2781,997,4684
1001596925,193294,8314,4983,734,12429
1000285844,151457,16291,9471,932,6823
1000280485,173368,3100,7985,877,7193
1000257821,105941,11836,9494,871,4545
1000176758,145141,4958,6005,914,12719
1001612510,103261,7785,6260,875,9091
1001601932,101437,7132,9409,765,1893
1001598684,199147,16905,1107,803,12008
1001598545,155929,9181,4634,739,14894
1001597194,193599,19885,7111,715,4637
1000285833,180523,5210,2956,889,14042
1000280483,151500,13519,9561,902,8579
1000257819,146905,3562,9619,730,3624
1000176770,118764,11347,9364,853,4951
1001601430,167560,19475,9188,859,1783
1001598682,172133,14022,5713,881,9158
1001598064,179395,19468,8040,933,6886
1001597192,136322,15041,4740,772,2416
1001596909,104576,18163,3936,810,7099
1000285828,135671,5986,8977,823,6679
1000280475,130676,13314,4419,791,13758
1000257814,143366,8283,9749,721,9148
1000254411,135815,2185,1367,942,12468
1001601428,123205,15863,5759,740,11801
1001598680,109449,7763,1282,810,6697
1001598543,128463,11396,6287,964,14952
1001596167,137638,14271,5565,997,12398
1000286756,178345,7155,4038,916,6829
1000257202,144873,8468,7573,915,8577
1001601420,106328,6773,5389,849,9771
1001598678,165242,16967,8357,978,3730
1001598062,177075,2913,5032,800,5708
1001597187,183392,15810,1153,743,1276
1001595949,134306,13616,4870,829,3270
1000285824,188035,15518,8093,760,8178
1000257806,199331,9468,5184,843,14478
1001598244,177958,13059,3787,780,4452
1001598060,168364,19333,3858,920,10211
1001597185,167003,2185,5508,954,10094
1001595947,107448,14160,5406,705,13873
1000286738,170641,6041,7927,731,14577
1000281050,143421,5816,5678,761,14972
1000257804,130763,9134,8378,752,2394
1001603940,140411,11780,2249,768,13241
1001598242,137342,3027,3135,918,2324
1001598058,157099,2322,4624,727,7013
1001596183,119085,10807,3852,758,7020
1001595945,194151,4883,4669,878,9661
1000286770,143281,18911,9917,774,3500
1000280537,130553,11348,8114,977,1439
1000257791,125459,5205,9825,865,10965
1000245048,111022,8049,6125,973,10333
1001598256,197873,11567,4567,917,9370
1001598056,199977,9209,8943,802,7781
1001596181,146760,13031,3533,713,8494
1001595943,131894,13417,6085,982,7941
1000285835,146897,8053,2060,877,10437
1000281047,123875,5178,9343,786,12709
1000257789,123029,18211,8365,964,8660
1001603936,142310,16802,3518,947,9781
1001601609,190323,18200,4914,810,7832
1001598254,104556,9772,1016,925,14195
1001598054,105948,11612,1783,700,10555
1001596179,160479,15119,2616,991,7635
1001595941,128458,9898,8814,901,11515
1001194421,102723,16854,5422,774,5526
1000285831,174839,13682,2334,866,8318
1000280525,151765,6121,9857,782,11339
1000257787,182171,10267,8277,856,12399
1000246643,199108,10992,3228,731,4169
1000235918,108331,10233,5888,923,4128
1001610478,170356,16954,6104,958,12453
1001601758,196370,2306,5563,930,2017
1001601607,104326,10631,9950,1000,4910
1001598252,107741,16004,5108,880,14658
1001598052,122280,18001,1893,964,4010
1001597200,174676,9883,4037,856,2295
1001595939,164654,19261,4168,899,4098
1000286764,171708,10316,7116,828,7340
1000280522,143926,15974,9147,946,13653
1000257193,135881,14747,6378,936,3922
1000246218,129653,8012,7071,867,8852
1001603908,189192,11003,9954,774,8322
1001598250,186812,19484,2852,885,13183
1001598050,154783,3407,1718,939,8176
1001596177,141067,19870,6144,830,6598
1001596422,198876,7634,2261,902,13975
1000286761,160015,5348,1052,845,8965
1000280519,155746,4784,9845,714,4369
1000246216,143547,3323,1160,983,9973
1001610472,171551,7468,1178,956,12448
1001598248,138662,5978,8600,890,5013
1001598048,141645,16001,9503,930,9708
1001596175,162238,8158,9574,983,7205
1001595937,141785,5331,1872,923,3180
1000281029,116136,13655,8345,724,11656
1000246211,177747,16347,4481,854,4489
1001601754,108273,12665,7602,994,6240
1001598246,130990,8463,7813,933,8424
1001598046,147609,18676,2058,865,2026
1001596171,115681,18403,7605,799,7774
1001595935,129240,7405,9790,838,2021
1000285821,144627,2901,3328,949,11844
1000281027,150485,14324,4780,930,6709
1000246623,115613,17662,2138,754,13648
1001598704,101959,14234,1957,746,10242
1001598044,138907,3430,1602,771,6665
1001596169,137262,17578,5830,747,14977
1001595933,125701,9778,2871,964,1689
1000285818,145551,2509,6068,860,5760
1000280511,145689,17385,4629,703,9248
1001598676,168960,8459,7214,813,12878
1001598042,191317,8206,5121,920,10781
1001597189,123086,7566,6394,905,11649
1001595931,196509,6124,2025,846,14895
1000285816,155545,2009,5630,837,1857
1001604979,145084,17946,3797,803,5638
1001601748,101206,2612,7315,917,2305
1001602159,153802,17449,1616,932,12272
1001598240,140164,6181,1725,839,11722
1001598541,187645,4858,7231,737,3662
1001596165,169288,17639,2120,827,9211
1001595929,189125,15329,3791,757,10211
1000285771,135456,5831,3028,767,14297
1000280504,101743,9824,1748,992,12994
1000254715,193526,16756,2844,766,10419
1000170746,136033,14559,4422,872,8157
1001603515,162855,11698,4987,769,13169
1001598238,117744,5762,9750,730,3455
1001598539,138882,16947,3818,755,8625
1001596163,162122,8080,6576,806,9373
1001596416,179719,10565,2575,823,6671
1000286726,177664,10374,1979,948,10626
1000254693,112601,7053,4279,973,9424
1000170744,156810,19880,2065,751,4217
1001604975,153176,15168,1010,736,3767
1001601746,180565,3256,5124,907,12426
1001602156,198845,9162,2501,758,9176
1001598236,168676,8928,6943,748,7906
1001598537,185025,8656,4980,849,6051
1001596161,146991,10032,5402,704,10306
1001596414,166095,14394,7713,766,13154
1000285768,132441,17247,3611,896,14740
1000246613,114795,4481,1455,738,4590
1001598674,190599,15066,5600,824,10483
1001598535,111492,9054,8042,772,5039
1001596159,176729,10397,7196,981,10897
1001595923,144854,9688,6624,726,12864
1000286720,113532,7666,9416,892,9311
1000280479,163830,4095,7993,779,13666
1000246610,141446,17911,9913,937,6760
1001601742,118535,3568,2636,760,7051
1001602154,111235,10344,7017,769,9548
1001598672,122984,16671,6922,779,11495
1001598533,168109,3351,6205,763,4202
1001595921,199455,6838,3941,973,9359
1000285766,158149,18162,8120,794,9218
1000246196,176282,19720,4595,751,9501
1001605426,127001,5362,6700,790,13126
1001601740,152213,17749,2027,731,6413
1001602152,195611,6826,2618,985,6585
1001598670,171706,5125,2962,750,2927
1001598531,191622,7549,1594,967,6421
1001596154,177779,10950,8868,778,1806
1001595919,167727,8827,5021,895,11495
1000285764,186017,11746,5718,719,9880
1000280473,180883,6282,3985,758,5077
1000246600,149900,5583,4309,975,8595
1000244971,160187,13235,3019,862,2775
1001605424,198831,19644,1338,928,5307
1001601738,174444,2580,2235,913,12055
1001598234,131079,10827,3258,805,5540
1001598529,164627,18917,6297,925,11999
1001597177,115019,18690,9529,828,13121
1001595917,108816,14349,1453,786,9353
1000286724,162833,5641,3413,757,1560
1000246193,116343,18667,3005,901,14067
1001605422,118333,19101,2447,778,8257
1001601736,109987,10962,2805,743,14299
1001602150,189687,17884,1642,709,8067
1001598232,154797,15692,7468,955,1290
1001598028,127465,4497,1460,930,4536
1001595913,146458,7414,7237,839,6214
1000285760,152415,9145,4728,874,10516
1000246190,187563,2639,1703,740,4268
1000203925,129367,16847,1160,917,1895
1001605420,176900,16243,5341,802,5770
1001601734,138227,15960,5301,715,4581
1001598230,193799,13232,4159,726,12450
1001598527,122941,7424,5370,948,2108
1001596147,114399,18280,8749,934,14951
1001596410,101415,8593,6444,898,5706
1000976496,180890,3161,5061,950,12109
1000246187,126840,4520,6482,857,10298
1000244968,101019,11241,2316,835,4441
1000238751,172043,16857,7775,716,9179
1001610798,143920,16153,9634,980,11403
1001605418,134420,9840,3669,835,14401
1001601732,140776,14074,5628,844,6000
1001601568,195687,5568,6578,840,3160
1001598668,128834,13090,9821,888,7153
1001598525,118410,11418,5065,773,8189
1001596139,146569,15722,1269,760,14451
1001595905,125672,5690,6734,865,2398
1000246184,160111,5838,2979,886,10855
1000244965,131933,19081,8373,972,5145
1000238683,126587,10304,5697,925,3244
1001605416,159981,14551,3456,965,8329
1001601730,154651,3912,6793,872,12864
1001598666,148228,11120,7993,929,5700
1001598521,154608,12244,9790,751,9448
1001596132,141692,6422,2072,870,1544
1001595927,154680,14650,1237,991,11910
1000246181,104902,14509,6993,788,8752
1000238681,119092,12181,4609,733,14627
1001610792,174989,2649,6569,856,6475
1001601728,135888,3368,1787,887,4756
1001598664,137686,19218,8811,812,7173
1001598519,145923,9232,1686,985,1819
1001596420,171078,6236,6792,785,14149
1000286488,133932,6644,8650,835,14477
1000258334,158091,7621,5365,718,1247
1000246178,109091,19337,2243,796,11692
1001611436,162809,8275,3507,918,10198
1001603472,172829,3096,2145,856,2247
1001598228,171945,15917,7800,845,1749
1001598517,188980,13840,7678,1000,3835
1001596128,167600,17334,3784,830,6327
1001596418,150971,14230,4563,931,11108
1000285736,199652,6860,2070,970,12854
1000258331,197177,13674,9631,813,7812
1000246175,123463,2857,2350,930,9949
1000238686,137596,6940,4824,749,7023
1001610448,173130,12204,1145,773,7396
1001603470,184490,3850,9301,884,10759
1001598226,181162,12131,8943,868,11972
1001598513,173959,13810,2871,888,9270
1001596110,173479,5937,7080,836,7308
1001595925,186748,8637,7551,924,13511
1000258325,190825,7209,3804,706,8852
1000246172,147682,8430,2111,760,11358
1000239220,161857,5050,7885,995,5676
1001610788,153226,9185,6735,741,4857
1001610444,194055,4106,4217,956,12390
1001598662,153872,8897,2985,775,14521
1001598026,127689,9755,5860,802,8938
1001596108,168428,16965,7267,792,13598
1001595915,166334,9566,5299,711,7531
1000258321,109594,19778,4943,856,9160
1000246598,193433,8497,6733,790,7945
1000203244,170934,15414,7162,785,14108
1001614910,147535,14143,7433,986,1942
1001610902,175007,2649,8046,916,2457
1001603462,156879,13672,2266,793,3678
1001598660,161767,2495,3695,737,12508
1001598509,145633,5500,5360,738,12047
1001596102,147066,19012,8866,896,3379
1001596412,187268,9307,3961,965,5071
1000262067,106345,18677,9257,903,10002
1000246168,177851,4782,3925,917,9988
1001610784,193623,19246,7758,873,13267
1001610430,135886,15601,7933,763,13608
1001598658,177309,4607,2413,885,12399
1001598507,114052,18759,1193,941,13659
1001596094,182020,9579,7572,845,6813
1001596408,173172,10244,6752,771,6201
1000258393,111333,8633,2751,791,11831
1000246584,154064,19779,1542,804,4957
1000226829,142927,9915,5423,764,2675
1001603474,112838,6333,2294,814,14276
1001598656,167770,2560,8221,956,5159
1001598024,192596,3519,3784,945,8733
1001597143,174045,7191,2661,820,7953
1001595911,154966,11195,4505,715,11357
1000258759,122744,16794,5421,775,10915
1000246582,184780,8018,5427,839,13250
1000203917,167550,16316,5445,842,5965
1001614904,165462,19323,6017,967,6355
1001610780,155822,5608,2590,983,9182
1001601724,196785,2856,5065,879,8144
1001602118,199437,14670,4772,980,10450
1001598654,116217,14570,3391,864,11253
1001598505,122235,2635,4073,913,12440
1001597141,137193,12217,7059,766,8949
1001595909,173821,15419,4804,791,6218
1000258757,181534,7699,4162,785,14290
1001603468,136763,7733,9896,794,13892
1001602114,118533,2682,1101,760,8892
1001598652,189884,18448,3118,740,14258
1001598503,161942,14840,7334,725,13979
1001597139,134869,5256,8477,976,3056
1001595907,148579,14822,3122,858,8379
1000258388,150856,9818,8616,941,3394
1000257703,117026,9708,8559,884,1751
1001609934,127534,15098,5746,888,10356
1001604920,136719,5988,4058,953,7066
1001603464,125581,7277,1197,893,14187
1001602112,117681,9025,4187,963,13369
1001598650,172797,14547,3794,761,2750
1001598501,195222,17967,6704,717,4613
1001597137,177468,19859,8065,780,6877
1001596406,175119,9886,5402,942,5755
1000975617,135199,5172,1886,830,11417
1000258385,109455,7275,8402,841,10839
1001603460,100887,19575,2502,912,6340
1001602110,100629,4182,6322,722,10151
1001598648,143353,6565,1590,708,5796
1001598022,182215,17209,5198,879,4950
1001596078,137026,4739,7951,851,4020
1001596404,102674,3991,8175,761,4886
1000258755,143399,15054,2634,920,13426
1000168875,147724,16517,8698,944,14017
1001603454,199437,4265,1597,868,2507
1001602108,156120,7894,4639,745,1205
1001598646,177277,16994,3716,761,12323
1001598020,160322,19589,3825,701,8363
1001596076,170063,17666,7562,791,7592
1000258750,131851,12557,1997,719,13946
1001614404,199000,6451,2706,772,11537
1001609926,115332,3525,6122,894,11118
1001604916,102045,4767,5310,978,10613
1001603450,199599,16876,9134,829,13725
1001602106,163671,11271,3700,764,9539
1001598644,171510,3798,8220,825,13151
1001598010,105557,13496,6991,889,13721
1001597093,147639,16483,7421,988,6159
1000295440,183825,5511,2004,764,1726
1000258748,194185,11367,1377,855,7708
1001604512,177160,17290,1282,846,4609
1001603446,104926,8766,6274,727,1261
1001602104,167013,18474,7567,992,6145
1001598642,107176,12394,7979,716,11319
1001598467,184493,9760,3240,781,7609
1001596074,150635,17896,8108,948,5423
1000258745,133745,19604,7070,925,3415
1000168588,174656,12522,2129,890,4187
1001610756,194615,15518,5941,826,8373
1001609906,129517,7481,9988,813,1923
1001603444,130129,2512,8267,962,2258
1001602102,186643,15783,7808,781,9223
1001598640,125577,5104,3250,853,14995
1001597984,112504,9493,1850,749,11250
1001597091,127726,8147,9225,786,5822
1000285733,133353,16348,6330,727,14565
1000258742,177579,8947,2086,906,14919
1000246640,175053,17345,5076,916,11205
1000168586,197499,7975,9023,876,6739
1001604510,149582,19543,1035,729,3502
1001603442,108064,6033,4970,850,11258
1001602100,132096,9481,3685,925,6591
1001598638,151135,7209,2215,719,12548
1001598463,127525,11098,9260,777,9985
1001596072,152802,2004,6291,993,3623
1000285691,117954,18729,9548,827,1881
1000246637,149052,8234,6843,828,3278
1000168584,144900,5947,8584,862,9366
1001609902,172685,17114,8467,805,13549
1001603440,181251,11885,8708,948,2750
1001598224,170024,10084,8422,994,12238
1001598455,174964,17765,9159,716,5777
1001597089,198094,16383,4615,787,12637
1000285688,167134,4367,5580,874,1878
1000246213,187881,6736,4782,997,11843
1000226437,162760,15926,5852,876,6217
1001610752,118818,15320,1317,832,1371
1001604508,191889,19785,3844,922,6325
1001601710,177309,6510,5830,769,12603
1001602095,133513,12833,4267,782,14222
1001598636,136375,8917,5826,779,8461
1001597972,106531,4428,1330,929,9796
1001597087,165813,9719,5522,885,14210
1000286480,125871,14070,6446,877,5930
1000246209,187946,13342,8560,821,2186
1000228549,143453,14703,1044,712,5038
1000226435,181435,8806,4826,923,10698
1000168894,172494,8130,8891,822,10023
1001613914,114181,8260,8513,701,7434
1001609434,105681,3521,7088,803,4869
1001604910,110585,9192,9760,783,6395
1001598632,138144,5192,9863,884,1553
1001597970,145073,13872,9910,842,11299
1001596070,160861,4501,8330,960,4240
1000285678,105499,6462,2905,817,4203
1000246207,189410,11121,5268,869,12481
1000226433,179076,4879,9669,780,4541
1001609432,122688,5010,4988,865,1959
1001602091,104500,6544,2874,911,10613
1001598222,149654,15983,8580,816,10944
1001597968,191774,14903,6700,932,1518
1001597085,149735,4436,3507,708,12821
1000286483,180522,7666,2705,731,7483
1000246630,189843,2852,3455,782,12536
1000226431,102965,19163,5741,1000,4373
1000168881,107208,14812,7978,762,3418
1001604504,179412,16007,9327,909,10818
1001598630,197551,16710,8482,794,13078
1001597966,105017,16717,6665,887,11343
1001597083,100775,11098,7032,821,14234
1000285694,147115,16926,4216,958,6110
1000246627,113109,14620,6136,932,11950
1000233134,170407,7253,5962,725,4611
1000226429,107842,9218,9129,813,4205
1001613474,184719,18905,2747,997,12474
1001602089,148715,12479,5453,877,13601
1001598216,125594,9768,4772,971,5036
1001598451,184862,13011,6434,923,6402
1001596068,192831,13296,1312,799,2865
1000285686,102385,5158,7594,776,2706
1000233138,130331,6349,2737,726,3717
1000226427,167714,4165,7039,882,4800
1001610744,168001,12364,1351,950,14196
1001609426,154555,19244,4991,942,3770
1001598214,122097,18606,4907,956,11768
1001598449,149843,8149,1237,810,5067
1001596066,147330,12937,6464,974,10804
1000976460,136691,13802,1280,800,10013
1000285682,167763,13300,9178,792,11416
1000246607,118373,13149,3392,749,2199
1000233127,150656,8660,1787,877,14149
1001604904,196465,6902,9394,932,5313
1001602087,190521,6408,4405,916,5192
1001598212,132051,12821,4365,991,10953
1001598447,161529,19265,6363,891,13671
1001597081,116944,8400,3305,862,7010
1000285680,150850,6353,9184,925,8105
1000258648,143294,10042,1186,823,12123
1000257632,116992,15159,6907,891,6369
1000246604,174842,10266,3136,934,4035
1000238601,180130,10192,7650,721,6384
1000233579,163177,14689,4834,963,14522
1000226423,187465,2950,2046,868,13133
1001609422,188542,8749,1073,943,6990
1001598628,107591,14185,5851,954,3617
1001597964,141257,10108,3755,759,2384
1001597079,182471,13124,6886,826,11197
1001390421,115040,5606,2118,950,14982
1000286476,111490,4083,8965,998,7358
1000257625,145433,19632,4288,960,3591
1000246595,171222,17731,5877,985,6565
1000238599,169487,17974,4602,790,9468
1000233577,125312,16053,9262,882,5855
1001613470,146156,19596,8252,738,10003
1001612496,152278,10284,3193,873,4429
1001604496,159939,19442,5992,827,6991
1001598210,196156,15908,3675,845,4609
1001597960,164729,8306,4350,713,10477
1001597077,159026,6435,8433,850,7152
1000285676,123705,18697,5294,817,9550
1000246592,184871,17749,8644,819,7057
1000238597,197914,3489,4300,905,12102
1000233122,108724,9178,5093,808,14168
1001602084,131195,8017,7396,995,11631
1001598208,158175,19716,3052,872,11240
1001598439,120462,2234,5518,775,13499
1001597075,174052,16574,2125,898,8413
1000285673,188939,4969,7670,743,7041
1000257621,187804,14229,5886,930,13665
1000246589,161386,16719,1908,739,2338
1000238595,131046,8655,2025,986,10700
1000233130,119041,2684,9681,773,4161
1001612490,133962,3468,1470,947,11007
1001609940,145177,17522,9884,926,3010
1001598626,167409,17751,4880,926,3929
1001597940,129867,12391,6137,757,10866
1001597073,181431,8861,6048,908,8270
1000285499,147682,11048,7567,908,14617
1000246586,102452,14446,7972,709,9435
1000238032,158386,15233,9041,756,10102
1000233574,107620,14871,1557,817,12448
1001602082,138580,6931,9699,872,3375
1001598624,171846,3552,9584,971,10107
1001598416,137500,6154,4629,912,2528
1001597071,187093,8250,4591,811,7135
1000292060,132343,10419,1962,715,5256
1000285496,135587,19434,7900,713,3349
1000257617,112221,5076,3868,867,13500
1000246163,184509,7037,6787,1000,8700
1000238593,194666,10829,3061,960,14126
1000237393,133565,2772,2914,975,9266
1000228547,169144,15783,4434,726,7177
1000167126,119972,19737,1519,802,2613
1001612486,142107,8399,5609,843,2149
1001610426,171174,7623,7818,747,11630
1001598622,198486,6593,6832,760,8285
1001598414,172615,18587,3203,777,3389
1001597069,154022,7591,1205,700,2745
1000285670,116965,19520,9887,752,5735
1000258314,184073,6897,5757,908,1286
1000246579,176380,18372,1049,887,3449
1000228545,181092,11353,8889,851,2281
1001610900,132313,7838,4834,715,10627
1001601894,170594,10672,4250,706,6212
1001602080,135060,16723,9958,997,3523
1001598634,169694,14226,3337,856,14349
1001597932,195827,14658,4865,840,1900
1001597067,192724,4182,9880,980,7977
1000285490,191703,2100,3308,798,5436
1000258311,166810,12802,8295,792,12689
