dt,tclass,month_1,month_2,month_3,month_4,month_5,month_6
1001605083,D2,495,495,495,495,495,495
1001605083,D3,495,495,495,495,495,495
1001605083,A1,495,495,495,495,495,495
1001605083,A2,495,495,495,495,495,495
1001605083,A3,495,495,495,495,495,495
1001602040,R2SP,150,150,150,150,150,150
1001602040,R2TP,150,150,150,150,150,150
1001602040,C1SP,150,150,150,150,150,150
1001602040,C1TP,150,150,150,150,150,150
1001602040,D1,150,150,150,150,150,150
1001602040,D2,150,150,150,150,150,150
1001602040,D3,150,150,150,150,150,150
1001602040,A1,150,150,150,150,150,150
1001602040,A2,150,150,150,150,150,150
1001602040,A3,150,150,150,150,150,150
1001600940,R2SP,53,53,53,53,53,53
1001600940,R2TP,53,53,53,53,53,53
1001600940,C1SP,53,53,53,53,53,53
1001600940,C1TP,53,53,53,53,53,53
1001600940,D1,53,53,53,53,53,53
1001600940,D2,53,53,53,53,53,53
1001600940,D3,53,53,53,53,53,53
1001600940,A1,53,53,53,53,53,53
1001600940,A2,53,53,53,53,53,53
1001600940,A3,53,53,53,53,53,53
1001221440,R2SP,278,278,278,278,278,278
1001221440,R2TP,278,278,278,278,278,278
1001221440,C1SP,278,278,278,278,278,278
1001221440,C1TP,278,278,278,278,278,278
1001221440,D1,278,278,278,278,278,278
1001221440,D2,278,278,278,278,278,278
1001221440,D3,278,278,278,278,278,278
1001221440,A1,278,278,278,278,278,278
1001221440,A2,278,278,278,278,278,278
1001221440,A3,278,278,278,278,278,278
1000284137,R2SP,313,313,313,313,313,313
1000284137,R2TP,313,313,313,313,313,313
1000284137,C1SP,313,313,313,313,313,313
1000284137,C1TP,313,313,313,313,313,313
1000284137,D1,313,313,313,313,313,313
1000284137,D2,313,313,313,313,313,313
1000284137,D3,313,313,313,313,313,313
1000284137,A1,313,313,313,313,313,313
1000284137,A2,313,313,313,313,313,313
1000284137,A3,313,313,313,313,313,313
1000280637,R2SP,107,107,107,107,107,107
1000280637,R2TP,107,107,107,107,107,107
1000280637,C1SP,107,107,107,107,107,107
1000280637,C1TP,107,107,107,107,107,107
1000280637,D1,107,107,107,107,107,107
1000280637,D2,107,107,107,107,107,107
1000280637,D3,107,107,107,107,107,107
1000280637,A1,107,107,107,107,107,107
1000280637,A2,107,107,107,107,107,107
1000280637,A3,107,107,107,107,107,107
1000265898,R2SP,341,341,341,341,341,341
1000265898,R2TP,341,341,341,341,341,341
1000265898,C1SP,341,341,341,341,341,341
1000265898,C1TP,341,341,341,341,341,341
1000265898,D1,341,341,341,341,341,341
1000265898,D2,341,341,341,341,341,341
1000265898,D3,341,341,341,341,341,341
1000265898,A1,341,341,341,341,341,341
1000265898,A2,341,341,341,341,341,341
1000265898,A3,341,341,341,341,341,341
1000262772,R2SP,442,442,442,442,442,442
1000262772,R2TP,442,442,442,442,442,442
1000262772,C1SP,442,442,442,442,442,442
1000262772,C1TP,442,442,442,442,442,442
1000262772,D1,442,442,442,442,442,442
1000262772,D2,442,442,442,442,442,442
1000262772,D3,442,442,442,442,442,442
1000262772,A1,442,442,442,442,442,442
1000262772,A2,442,442,442,442,442,442
1000262772,A3,442,442,442,442,442,442
1001618904,R2SP,375,375,375,375,375,375
1001618904,R2TP,375,375,375,375,375,375
1001618904,C1SP,375,375,375,375,375,375
1001618904,C1TP,375,375,375,375,375,375
1001618904,D1,375,375,375,375,375,375
1001618904,D2,375,375,375,375,375,375
1001618904,D3,375,375,375,375,375,375
1001618904,A1,375,375,375,375,375,375
1001618904,A2,375,375,375,375,375,375
1001618904,A3,375,375,375,375,375,375
1001605081,R2SP,200,200,200,200,200,200
1001605081,R2TP,200,200,200,200,200,200
1001605081,C1SP,200,200,200,200,200,200
1001605081,C1TP,200,200,200,200,200,200
1001605081,D1,200,200,200,200,200,200
1001605081,D2,200,200,200,200,200,200
1001605081,D3,200,200,200,200,200,200
1001605081,A1,200,200,200,200,200,200
1001605081,A2,200,200,200,200,200,200
1001605081,A3,200,200,200,200,200,200
1001221437,R2SP,234,234,234,234,234,234
1001221437,R2TP,234,234,234,234,234,234
1001221437,C1SP,234,234,234,234,234,234
1001221437,C1TP,234,234,234,234,234,234
1001221437,D1,234,234,234,234,234,234
1001221437,D2,234,234,234,234,234,234
1001221437,D3,234,234,234,234,234,234
1001221437,A1,234,234,234,234,234,234
1001221437,A2,234,234,234,234,234,234
1001221437,A3,234,234,234,234,234,234
1000283466,R2SP,284,284,284,284,284,284
1000283466,R2TP,284,284,284,284,284,284
1000283466,C1SP,284,284,284,284,284,284
1000283466,C1TP,284,284,284,284,284,284
1000283466,D1,284,284,284,284,284,284
1000283466,D2,284,284,284,284,284,284
1000283466,D3,284,284,284,284,284,284
1000283466,A1,284,284,284,284,284,284
1000283466,A2,284,284,284,284,284,284
1000283466,A3,284,284,284,284,284,284
1000282109,R2SP,137,137,137,137,137,137
1000282109,R2TP,137,137,137,137,137,137
1000282109,C1SP,137,137,137,137,137,137
1000282109,C1TP,137,137,137,137,137,137
1000282109,D1,137,137,137,137,137,137
1000282109,D2,137,137,137,137,137,137
1000282109,D3,137,137,137,137,137,137
1000282109,A1,137,137,137,137,137,137
1000282109,A2,137,137,137,137,137,137
1000282109,A3,137,137,137,137,137,137
1000280634,R2SP,223,223,223,223,223,223
1000280634,R2TP,223,223,223,223,223,223
1000280634,C1SP,223,223,223,223,223,223
1000280634,C1TP,223,223,223,223,223,223
1000280634,D1,223,223,223,223,223,223
1000280634,D2,223,223,223,223,223,223
1000280634,D3,223,223,223,223,223,223
1000280634,A1,223,223,223,223,223,223
1000280634,A2,223,223,223,223,223,223
1000280634,A3,223,223,223,223,223,223
1000265895,R2SP,490,490,490,490,490,490
1000265895,R2TP,490,490,490,490,490,490
1000265895,C1SP,490,490,490,490,490,490
1000265895,C1TP,490,490,490,490,490,490
1000265895,D1,490,490,490,490,490,490
1000265895,D2,490,490,490,490,490,490
1000265895,D3,490,490,490,490,490,490
1000265895,A1,490,490,490,490,490,490
1000265895,A2,490,490,490,490,490,490
1000265895,A3,490,490,490,490,490,490
1000262770,R2SP,452,452,452,452,452,452
1000262770,R2TP,452,452,452,452,452,452
1000262770,C1SP,452,452,452,452,452,452
1000262770,C1TP,452,452,452,452,452,452
1000262770,D1,452,452,452,452,452,452
1000262770,D2,452,452,452,452,452,452
1000262770,D3,452,452,452,452,452,452
1000262770,A1,452,452,452,452,452,452
1000262770,A2,452,452,452,452,452,452
1000262770,A3,452,452,452,452,452,452
1000189155,R2SP,210,210,210,210,210,210
1000189155,R2TP,210,210,210,210,210,210
1000189155,C1SP,210,210,210,210,210,210
1000189155,C1TP,210,210,210,210,210,210
1000189155,D1,210,210,210,210,210,210
1000189155,D2,210,210,210,210,210,210
1000189155,D3,210,210,210,210,210,210
1000189155,A1,210,210,210,210,210,210
1000189155,A2,210,210,210,210,210,210
1000189155,A3,210,210,210,210,210,210
1001612962,R2SP,414,414,414,414,414,414
1001612962,R2TP,414,414,414,414,414,414
1001612962,C1SP,414,414,414,414,414,414
1001612962,C1TP,414,414,414,414,414,414
1001612962,D1,414,414,414,414,414,414
1001612962,D2,414,414,414,414,414,414
1001612962,D3,414,414,414,414,414,414
1001612962,A1,414,414,414,414,414,414
1001612962,A2,414,414,414,414,414,414
1001612962,A3,414,414,414,414,414,414
1001605079,R2SP,180,180,180,180,180,180
1001605079,R2TP,180,180,180,180,180,180
1001605079,C1SP,180,180,180,180,180,180
1001605079,C1TP,180,180,180,180,180,180
1001605079,D1,180,180,180,180,180,180
1001605079,D2,180,180,180,180,180,180
1001605079,D3,180,180,180,180,180,180
1001605079,A1,180,180,180,180,180,180
1001605079,A2,180,180,180,180,180,180
1001605079,A3,180,180,180,180,180,180
1000533966,R2SP,155,155,155,155,155,155
1000533966,R2TP,155,155,155,155,155,155
1000533966,C1SP,155,155,155,155,155,155
1000533966,C1TP,155,155,155,155,155,155
1000533966,D1,155,155,155,155,155,155
1000533966,D2,155,155,155,155,155,155
1000533966,D3,155,155,155,155,155,155
1000533966,A1,155,155,155,155,155,155
1000533966,A2,155,155,155,155,155,155
1000533966,A3,155,155,155,155,155,155
1000284132,R2SP,74,74,74,74,74,74
1000284132,R2TP,74,74,74,74,74,74
1000284132,C1SP,74,74,74,74,74,74
1000284132,C1TP,74,74,74,74,74,74
1000284132,D1,74,74,74,74,74,74
1000284132,D2,74,74,74,74,74,74
1000284132,D3,74,74,74,74,74,74
1000284132,A1,74,74,74,74,74,74
1000284132,A2,74,74,74,74,74,74
1000284132,A3,74,74,74,74,74,74
1000280129,R2SP,485,485,485,485,485,485
1000280129,R2TP,485,485,485,485,485,485
1000280129,C1SP,485,485,485,485,485,485
1000280129,C1TP,485,485,485,485,485,485
1000280129,D1,485,485,485,485,485,485
1000280129,D2,485,485,485,485,485,485
1000280129,D3,485,485,485,485,485,485
1000280129,A1,485,485,485,485,485,485
1000280129,A2,485,485,485,485,485,485
1000280129,A3,485,485,485,485,485,485
1000265892,R2SP,284,284,284,284,284,284
1000265892,R2TP,284,284,284,284,284,284
1000265892,C1SP,284,284,284,284,284,284
1000265892,C1TP,284,284,284,284,284,284
1000265892,D1,284,284,284,284,284,284
1000265892,D2,284,284,284,284,284,284
1000265892,D3,284,284,284,284,284,284
1000265892,A1,284,284,284,284,284,284
1000265892,A2,284,284,284,284,284,284
1000265892,A3,284,284,284,284,284,284
1000262768,R2SP,109,109,109,109,109,109
1000262768,R2TP,109,109,109,109,109,109
1000262768,C1SP,109,109,109,109,109,109
1000262768,C1TP,109,109,109,109,109,109
1000262768,D1,109,109,109,109,109,109
1000262768,D2,109,109,109,109,109,109
1000262768,D3,109,109,109,109,109,109
1000262768,A1,109,109,109,109,109,109
1000262768,A2,109,109,109,109,109,109
1000262768,A3,109,109,109,109,109,109
1000239456,R2SP,308,308,308,308,308,308
1000239456,R2TP,308,308,308,308,308,308
1000239456,C1SP,308,308,308,308,308,308
1000239456,C1TP,308,308,308,308,308,308
1000239456,D1,308,308,308,308,308,308
1000239456,D2,308,308,308,308,308,308
1000239456,D3,308,308,308,308,308,308
1000239456,A1,308,308,308,308,308,308
1000239456,A2,308,308,308,308,308,308
1000239456,A3,308,308,308,308,308,308
1001605077,R2SP,359,359,359,359,359,359
1001605077,R2TP,359,359,359,359,359,359
1001605077,C1SP,359,359,359,359,359,359
1001605077,C1TP,359,359,359,359,359,359
1001605077,D1,359,359,359,359,359,359
1001605077,D2,359,359,359,359,359,359
1001605077,D3,359,359,359,359,359,359
1001605077,A1,359,359,359,359,359,359
1001605077,A2,359,359,359,359,359,359
1001605077,A3,359,359,359,359,359,359
1001604932,R2SP,321,321,321,321,321,321
1001604932,R2TP,321,321,321,321,321,321
1001604932,C1SP,321,321,321,321,321,321
1001604932,C1TP,321,321,321,321,321,321
1001604932,D1,321,321,321,321,321,321
1001604932,D2,321,321,321,321,321,321
1001604932,D3,321,321,321,321,321,321
1001604932,A1,321,321,321,321,321,321
1001604932,A2,321,321,321,321,321,321
1001604932,A3,321,321,321,321,321,321
1001601493,R2SP,419,419,419,419,419,419
1001601493,R2TP,419,419,419,419,419,419
1001601493,C1SP,419,419,419,419,419,419
1001601493,C1TP,419,419,419,419,419,419
1001601493,D1,419,419,419,419,419,419
1001601493,D2,419,419,419,419,419,419
1001601493,D3,419,419,419,419,419,419
1001601493,A1,419,419,419,419,419,419
1001601493,A2,419,419,419,419,419,419
1001601493,A3,419,419,419,419,419,419
1001600936,R2SP,211,211,211,211,211,211
1001600936,R2TP,211,211,211,211,211,211
1001600936,C1SP,211,211,211,211,211,211
1001600936,C1TP,211,211,211,211,211,211
1001600936,D1,211,211,211,211,211,211
1001600936,D2,211,211,211,211,211,211
1001600936,D3,211,211,211,211,211,211
1001600936,A1,211,211,211,211,211,211
1001600936,A2,211,211,211,211,211,211
1001600936,A3,211,211,211,211,211,211
1000283462,R2SP,107,107,107,107,107,107
1000283462,R2TP,107,107,107,107,107,107
1000283462,C1SP,107,107,107,107,107,107
1000283462,C1TP,107,107,107,107,107,107
1000283462,D1,107,107,107,107,107,107
1000283462,D2,107,107,107,107,107,107
1000283462,D3,107,107,107,107,107,107
1000283462,A1,107,107,107,107,107,107
1000283462,A2,107,107,107,107,107,107
1000283462,A3,107,107,107,107,107,107
1000280127,R2SP,100,100,100,100,100,100
1000280127,R2TP,100,100,100,100,100,100
1000280127,C1SP,100,100,100,100,100,100
1000280127,C1TP,100,100,100,100,100,100
1000280127,D1,100,100,100,100,100,100
1000280127,D2,100,100,100,100,100,100
1000280127,D3,100,100,100,100,100,100
1000280127,A1,100,100,100,100,100,100
1000280127,A2,100,100,100,100,100,100
1000280127,A3,100,100,100,100,100,100
1000262513,R2SP,185,185,185,185,185,185
1000262513,R2TP,185,185,185,185,185,185
1000262513,C1SP,185,185,185,185,185,185
1000262513,C1TP,185,185,185,185,185,185
1000262513,D1,185,185,185,185,185,185
1000262513,D2,185,185,185,185,185,185
1000262513,D3,185,185,185,185,185,185
1000262513,A1,185,185,185,185,185,185
1000262513,A2,185,185,185,185,185,185
1000262513,A3,185,185,185,185,185,185
1001605075,R2SP,461,461,461,461,461,461
1001605075,R2TP,461,461,461,461,461,461
1001605075,C1SP,461,461,461,461,461,461
1001605075,C1TP,461,461,461,461,461,461
1001605075,D1,461,461,461,461,461,461
1001605075,D2,461,461,461,461,461,461
1001605075,D3,461,461,461,461,461,461
1001605075,A1,461,461,461,461,461,461
1001605075,A2,461,461,461,461,461,461
1001605075,A3,461,461,461,461,461,461
1000283459,R2SP,482,482,482,482,482,482
1000283459,R2TP,482,482,482,482,482,482
1000283459,C1SP,482,482,482,482,482,482
1000283459,C1TP,482,482,482,482,482,482
1000283459,D1,482,482,482,482,482,482
1000283459,D2,482,482,482,482,482,482
1000283459,D3,482,482,482,482,482,482
1000283459,A1,482,482,482,482,482,482
1000283459,A2,482,482,482,482,482,482
1000283459,A3,482,482,482,482,482,482
1000262764,R2SP,477,477,477,477,477,477
1000262764,R2TP,477,477,477,477,477,477
1000262764,C1SP,477,477,477,477,477,477
1000262764,C1TP,477,477,477,477,477,477
1000262764,D1,477,477,477,477,477,477
1000262764,D2,477,477,477,477,477,477
1000262764,D3,477,477,477,477,477,477
1000262764,A1,477,477,477,477,477,477
1000262764,A2,477,477,477,477,477,477
1000262764,A3,477,477,477,477,477,477
1001605073,R2SP,257,257,257,257,257,257
1001605073,R2TP,257,257,257,257,257,257
1001605073,C1SP,257,257,257,257,257,257
1001605073,C1TP,257,257,257,257,257,257
1001605073,D1,257,257,257,257,257,257
1001605073,D2,257,257,257,257,257,257
1001605073,D3,257,257,257,257,257,257
1001605073,A1,257,257,257,257,257,257
1001605073,A2,257,257,257,257,257,257
1001605073,A3,257,257,257,257,257,257
1000283443,R2SP,332,332,332,332,332,332
1000283443,R2TP,332,332,332,332,332,332
1000283443,C1SP,332,332,332,332,332,332
1000283443,C1TP,332,332,332,332,332,332
1000283443,D1,332,332,332,332,332,332
1000283443,D2,332,332,332,332,332,332
1000283443,D3,332,332,332,332,332,332
1000283443,A1,332,332,332,332,332,332
1000283443,A2,332,332,332,332,332,332
1000283443,A3,332,332,332,332,332,332
1000280628,R2SP,91,91,91,91,91,91
1000280628,R2TP,91,91,91,91,91,91
1000280628,C1SP,91,91,91,91,91,91
1000280628,C1TP,91,91,91,91,91,91
1000280628,D1,91,91,91,91,91,91
1000280628,D2,91,91,91,91,91,91
1000280628,D3,91,91,91,91,91,91
1000280628,A1,91,91,91,91,91,91
1000280628,A2,91,91,91,91,91,91
1000280628,A3,91,91,91,91,91,91
1000262762,R2SP,378,378,378,378,378,378
1000262762,R2TP,378,378,378,378,378,378
1000262762,C1SP,378,378,378,378,378,378
1000262762,C1TP,378,378,378,378,378,378
1000262762,D1,378,378,378,378,378,378
1000262762,D2,378,378,378,378,378,378
1000262762,D3,378,378,378,378,378,378
1000262762,A1,378,378,378,378,378,378
1000262762,A2,378,378,378,378,378,378
1000262762,A3,378,378,378,378,378,378
1001612956,R2SP,165,165,165,165,165,165
1001612956,R2TP,165,165,165,165,165,165
1001612956,C1SP,165,165,165,165,165,165
1001612956,C1TP,165,165,165,165,165,165
1001612956,D1,165,165,165,165,165,165
1001612956,D2,165,165,165,165,165,165
1001612956,D3,165,165,165,165,165,165
1001612956,A1,165,165,165,165,165,165
1001612956,A2,165,165,165,165,165,165
1001612956,A3,165,165,165,165,165,165
1001605071,R2SP,55,55,55,55,55,55
1001605071,R2TP,55,55,55,55,55,55
1001605071,C1SP,55,55,55,55,55,55
1001605071,C1TP,55,55,55,55,55,55
1001605071,D1,55,55,55,55,55,55
1001605071,D2,55,55,55,55,55,55
1001605071,D3,55,55,55,55,55,55
1001605071,A1,55,55,55,55,55,55
1001605071,A2,55,55,55,55,55,55
1001605071,A3,55,55,55,55,55,55
1000283480,R2SP,231,231,231,231,231,231
1000283480,R2TP,231,231,231,231,231,231
1000283480,C1SP,231,231,231,231,231,231
1000283480,C1TP,231,231,231,231,231,231
1000283480,D1,231,231,231,231,231,231
1000283480,D2,231,231,231,231,231,231
1000283480,D3,231,231,231,231,231,231
1000283480,A1,231,231,231,231,231,231
1000283480,A2,231,231,231,231,231,231
1000283480,A3,231,231,231,231,231,231
1000262756,R2SP,477,477,477,477,477,477
1000262756,R2TP,477,477,477,477,477,477
1000262756,C1SP,477,477,477,477,477,477
1000262756,C1TP,477,477,477,477,477,477
1000262756,D1,477,477,477,477,477,477
1000262756,D2,477,477,477,477,477,477
1000262756,D3,477,477,477,477,477,477
1000262756,A1,477,477,477,477,477,477
1000262756,A2,477,477,477,477,477,477
1000262756,A3,477,477,477,477,477,477
1000255886,R2SP,429,429,429,429,429,429
1000255886,R2TP,429,429,429,429,429,429
1000255886,C1SP,429,429,429,429,429,429
1000255886,C1TP,429,429,429,429,429,429
1000255886,D1,429,429,429,429,429,429
1000255886,D2,429,429,429,429,429,429
1000255886,D3,429,429,429,429,429,429
1000255886,A1,429,429,429,429,429,429
1000255886,A2,429,429,429,429,429,429
1000255886,A3,429,429,429,429,429,429
1001605069,R2SP,262,262,262,262,262,262
1001605069,R2TP,262,262,262,262,262,262
1001605069,C1SP,262,262,262,262,262,262
1001605069,C1TP,262,262,262,262,262,262
1001605069,D1,262,262,262,262,262,262
1001605069,D2,262,262,262,262,262,262
1001605069,D3,262,262,262,262,262,262
1001605069,A1,262,262,262,262,262,262
1001605069,A2,262,262,262,262,262,262
1001605069,A3,262,262,262,262,262,262
1001605406,R2SP,414,414,414,414,414,414
1001605406,R2TP,414,414,414,414,414,414
1001605406,C1SP,414,414,414,414,414,414
1001605406,C1TP,414,414,414,414,414,414
1001605406,D1,414,414,414,414,414,414
1001605406,D2,414,414,414,414,414,414
1001605406,D3,414,414,414,414,414,414
1001605406,A1,414,414,414,414,414,414
1001605406,A2,414,414,414,414,414,414
1001605406,A3,414,414,414,414,414,414
1000533940,R2SP,386,386,386,386,386,386
1000533940,R2TP,386,386,386,386,386,386
1000533940,C1SP,386,386,386,386,386,386
1000533940,C1TP,386,386,386,386,386,386
1000533940,D1,386,386,386,386,386,386
1000533940,D2,386,386,386,386,386,386
1000533940,D3,386,386,386,386,386,386
1000533940,A1,386,386,386,386,386,386
1000533940,A2,386,386,386,386,386,386
1000533940,A3,386,386,386,386,386,386
1000283478,R2SP,340,340,340,340,340,340
1000283478,R2TP,340,340,340,340,340,340
1000283478,C1SP,340,340,340,340,340,340
1000283478,C1TP,340,340,340,340,340,340
1000283478,D1,340,340,340,340,340,340
1000283478,D2,340,340,340,340,340,340
1000283478,D3,340,340,340,340,340,340
1000283478,A1,340,340,340,340,340,340
1000283478,A2,340,340,340,340,340,340
1000283478,A3,340,340,340,340,340,340
1000280621,R2SP,187,187,187,187,187,187
1000280621,R2TP,187,187,187,187,187,187
1000280621,C1SP,187,187,187,187,187,187
1000280621,C1TP,187,187,187,187,187,187
1000280621,D1,187,187,187,187,187,187
1000280621,D2,187,187,187,187,187,187
1000280621,D3,187,187,187,187,187,187
1000280621,A1,187,187,187,187,187,187
1000280621,A2,187,187,187,187,187,187
1000280621,A3,187,187,187,187,187,187
1000262754,R2SP,59,59,59,59,59,59
1000262754,R2TP,59,59,59,59,59,59
1000262754,C1SP,59,59,59,59,59,59
1000262754,C1TP,59,59,59,59,59,59
1000262754,D1,59,59,59,59,59,59
1000262754,D2,59,59,59,59,59,59
1000262754,D3,59,59,59,59,59,59
1000262754,A1,59,59,59,59,59,59
1000262754,A2,59,59,59,59,59,59
1000262754,A3,59,59,59,59,59,59
1001612922,R2SP,60,60,60,60,60,60
1001612922,R2TP,60,60,60,60,60,60
1001612922,C1SP,60,60,60,60,60,60
1001612922,C1TP,60,60,60,60,60,60
1001612922,D1,60,60,60,60,60,60
1001612922,D2,60,60,60,60,60,60
1001612922,D3,60,60,60,60,60,60
1001612922,A1,60,60,60,60,60,60
1001612922,A2,60,60,60,60,60,60
1001612922,A3,60,60,60,60,60,60
1001605067,R2SP,215,215,215,215,215,215
1001605067,R2TP,215,215,215,215,215,215
1001605067,C1SP,215,215,215,215,215,215
1001605067,C1TP,215,215,215,215,215,215
1001605067,D1,215,215,215,215,215,215
1001605067,D2,215,215,215,215,215,215
1001605067,D3,215,215,215,215,215,215
1001605067,A1,215,215,215,215,215,215
1001605067,A2,215,215,215,215,215,215
1001605067,A3,215,215,215,215,215,215
1001600920,R2SP,57,57,57,57,57,57
1001600920,R2TP,57,57,57,57,57,57
1001600920,C1SP,57,57,57,57,57,57
1001600920,C1TP,57,57,57,57,57,57
1001600920,D1,57,57,57,57,57,57
1001600920,D2,57,57,57,57,57,57
1001600920,D3,57,57,57,57,57,57
1001600920,A1,57,57,57,57,57,57
1001600920,A2,57,57,57,57,57,57
1001600920,A3,57,57,57,57,57,57
1000283476,R2SP,272,272,272,272,272,272
1000283476,R2TP,272,272,272,272,272,272
1000283476,C1SP,272,272,272,272,272,272
1000283476,C1TP,272,272,272,272,272,272
1000283476,D1,272,272,272,272,272,272
1000283476,D2,272,272,272,272,272,272
1000283476,D3,272,272,272,272,272,272
1000283476,A1,272,272,272,272,272,272
1000283476,A2,272,272,272,272,272,272
1000283476,A3,272,272,272,272,272,272
1000280619,R2SP,467,467,467,467,467,467
1000280619,R2TP,467,467,467,467,467,467
1000280619,C1SP,467,467,467,467,467,467
1000280619,C1TP,467,467,467,467,467,467
1000280619,D1,467,467,467,467,467,467
1000280619,D2,467,467,467,467,467,467
1000280619,D3,467,467,467,467,467,467
1000280619,A1,467,467,467,467,467,467
1000280619,A2,467,467,467,467,467,467
1000280619,A3,467,467,467,467,467,467
1000262752,R2SP,452,452,452,452,452,452
1000262752,R2TP,452,452,452,452,452,452
1000262752,C1SP,452,452,452,452,452,452
1000262752,C1TP,452,452,452,452,452,452
1000262752,D1,452,452,452,452,452,452
1000262752,D2,452,452,452,452,452,452
1000262752,D3,452,452,452,452,452,452
1000262752,A1,452,452,452,452,452,452
1000262752,A2,452,452,452,452,452,452
1000262752,A3,452,452,452,452,452,452
1000255882,R2SP,84,84,84,84,84,84
1000255882,R2TP,84,84,84,84,84,84
1000255882,C1SP,84,84,84,84,84,84
1000255882,C1TP,84,84,84,84,84,84
1000255882,D1,84,84,84,84,84,84
1000255882,D2,84,84,84,84,84,84
1000255882,D3,84,84,84,84,84,84
1000255882,A1,84,84,84,84,84,84
1000255882,A2,84,84,84,84,84,84
1000255882,A3,84,84,84,84,84,84
1001610848,R2SP,86,86,86,86,86,86
1001610848,R2TP,86,86,86,86,86,86
1001610848,C1SP,86,86,86,86,86,86
1001610848,C1TP,86,86,86,86,86,86
1001610848,D1,86,86,86,86,86,86
1001610848,D2,86,86,86,86,86,86
1001610848,D3,86,86,86,86,86,86
1001610848,A1,86,86,86,86,86,86
1001610848,A2,86,86,86,86,86,86
1001610848,A3,86,86,86,86,86,86
1001605065,R2SP,378,378,378,378,378,378
1001605065,R2TP,378,378,378,378,378,378
1001605065,C1SP,378,378,378,378,378,378
1001605065,C1TP,378,378,378,378,378,378
1001605065,D1,378,378,378,378,378,378
1001605065,D2,378,378,378,378,378,378
1001605065,D3,378,378,378,378,378,378
1001605065,A1,378,378,378,378,378,378
1001605065,A2,378,378,378,378,378,378
1001605065,A3,378,378,378,378,378,378
1001601482,R2SP,217,217,217,217,217,217
1001601482,R2TP,217,217,217,217,217,217
1001601482,C1SP,217,217,217,217,217,217
1001601482,C1TP,217,217,217,217,217,217
1001601482,D1,217,217,217,217,217,217
1001601482,D2,217,217,217,217,217,217
1001601482,D3,217,217,217,217,217,217
1001601482,A1,217,217,217,217,217,217
1001601482,A2,217,217,217,217,217,217
1001601482,A3,217,217,217,217,217,217
1000284135,R2SP,114,114,114,114,114,114
1000284135,R2TP,114,114,114,114,114,114
1000284135,C1SP,114,114,114,114,114,114
1000284135,C1TP,114,114,114,114,114,114
1000284135,D1,114,114,114,114,114,114
1000284135,D2,114,114,114,114,114,114
1000284135,D3,114,114,114,114,114,114
1000284135,A1,114,114,114,114,114,114
1000284135,A2,114,114,114,114,114,114
1000284135,A3,114,114,114,114,114,114
1000281945,R2SP,117,117,117,117,117,117
1000281945,R2TP,117,117,117,117,117,117
1000281945,C1SP,117,117,117,117,117,117
1000281945,C1TP,117,117,117,117,117,117
1000281945,D1,117,117,117,117,117,117
1000281945,D2,117,117,117,117,117,117
1000281945,D3,117,117,117,117,117,117
1000281945,A1,117,117,117,117,117,117
1000281945,A2,117,117,117,117,117,117
1000281945,A3,117,117,117,117,117,117
1000280616,R2SP,362,362,362,362,362,362
1000280616,R2TP,362,362,362,362,362,362
1000280616,C1SP,362,362,362,362,362,362
1000280616,C1TP,362,362,362,362,362,362
1000280616,D1,362,362,362,362,362,362
1000280616,D2,362,362,362,362,362,362
1000280616,D3,362,362,362,362,362,362
1000280616,A1,362,362,362,362,362,362
1000280616,A2,362,362,362,362,362,362
1000280616,A3,362,362,362,362,362,362
1000262462,R2SP,359,359,359,359,359,359
1000262462,R2TP,359,359,359,359,359,359
1000262462,C1SP,359,359,359,359,359,359
1000262462,C1TP,359,359,359,359,359,359
1000262462,D1,359,359,359,359,359,359
1000262462,D2,359,359,359,359,359,359
1000262462,D3,359,359,359,359,359,359
1000262462,A1,359,359,359,359,359,359
1000262462,A2,359,359,359,359,359,359
1000262462,A3,359,359,359,359,359,359
1000255880,R2SP,89,89,89,89,89,89
1000255880,R2TP,89,89,89,89,89,89
1000255880,C1SP,89,89,89,89,89,89
1000255880,C1TP,89,89,89,89,89,89
1000255880,D1,89,89,89,89,89,89
1000255880,D2,89,89,89,89,89,89
1000255880,D3,89,89,89,89,89,89
1000255880,A1,89,89,89,89,89,89
1000255880,A2,89,89,89,89,89,89
1000255880,A3,89,89,89,89,89,89
1001612914,R2SP,431,431,431,431,431,431
1001612914,R2TP,431,431,431,431,431,431
1001612914,C1SP,431,431,431,431,431,431
1001612914,C1TP,431,431,431,431,431,431
1001612914,D1,431,431,431,431,431,431
1001612914,D2,431,431,431,431,431,431
1001612914,D3,431,431,431,431,431,431
1001612914,A1,431,431,431,431,431,431
1001612914,A2,431,431,431,431,431,431
1001612914,A3,431,431,431,431,431,431
1001605063,R2SP,240,240,240,240,240,240
1001605063,R2TP,240,240,240,240,240,240
1001605063,C1SP,240,240,240,240,240,240
1001605063,C1TP,240,240,240,240,240,240
1001605063,D1,240,240,240,240,240,240
1001605063,D2,240,240,240,240,240,240
1001605063,D3,240,240,240,240,240,240
1001605063,A1,240,240,240,240,240,240
1001605063,A2,240,240,240,240,240,240
1001605063,A3,240,240,240,240,240,240
1001604926,R2SP,247,247,247,247,247,247
1001604926,R2TP,247,247,247,247,247,247
1001604926,C1SP,247,247,247,247,247,247
1001604926,C1TP,247,247,247,247,247,247
1001604926,D1,247,247,247,247,247,247
1001604926,D2,247,247,247,247,247,247
